4510,Stapleford Flight Centre,(unknown),(unknown),STL,STAPLEFORD,United Kingdom,N
4511,Streamline Ops,(unknown),(unknown),STO,SLOPS,Russia,N
4512,Star Air,(unknown),(unknown),STQ,STERA,Indonesia,N
4513,Servicios de Transportes A,(unknown),FS,STU,FUEGUINO,Argentina,Y
4514,Star African Air,(unknown),(unknown),STU,STARSOM,Somali Republic,N
4515,Southern Aviation,(unknown),(unknown),STV,SOUTHERN AVIATION,Ghana,N
4516,South West Air Corporation,(unknown),(unknown),STW,SIERRA WHISKEY,Philippines,N
4517,Stars Away Aviation,(unknown),(unknown),STX,STARSAWAY,South Africa,N
4518,Styrian Airways,(unknown),(unknown),STY,STYRIAN,Austria,N
4519,Silesia Air,(unknown),(unknown),SUA,AIR SILESIA,Czech Republic,N
4520,Suburban Air Freight,(unknown),(unknown),SUB,SUB AIR,United States,N
4521,Sudan Airways,(unknown),SD,SUD,SUDANAIR,Sudan,Y
4522,Sun Air (Fiji),(unknown),PI,SUF,SUNFLOWER,Fiji,N
4523,Sunu Air,(unknown),(unknown),SUG,SUNU AIR,Senegal,N
4524,Sun Light,(unknown),(unknown),SUH,LIGHT AIR,Kyrgyzstan,N
4525,Swiss Air Force,(unknown),(unknown),SUI,SWISS AIR FORCE,Switzerland,N
4526,Superior Aviation Services,(unknown),(unknown),SUK,SKYCARGO,Kenya,N
4527,State Unitary Air Enterprise,(unknown),(unknown),SUM,SUMES,Russia,N
4528,Sun Air,(unknown),(unknown),SUR,(unknown),Egypt,N
4529,Sun Air of Scandinavia,(unknown),EZ,SUS,SUNSCAN,Denmark,N
4530,Sistemas Aeronauuticos 2000,(unknown),(unknown),SUT,SISTEMAS AERONAUTICOS,Mexico,N
4531,Star West Aviation,(unknown),(unknown),SUU,SUNSTAR,United States,N
4532,Sundance Air,(unknown),(unknown),SUV,DANCEAIR,Venezuela,N
4533,Saudi Arabian Airlines,(unknown),SV,SVA,SAUDIA,Saudi Arabia,Y
4534,St. Vincent Grenadines Air (1990),(unknown),(unknown),SVD,GRENADINES,Saint Vincent and the Grenadines,N
4535,Swedish Armed Forces,(unknown),(unknown),SVF,SWEDEFORCE,Sweden,N
4536,Sahel Airlines,(unknown),(unknown),AWJ,SAHEL AIRLINES,Niger,N
4537,Sterling Helicopters,(unknown),(unknown),SVH,SILVER,United Kingdom,N
4538,Servicios De Transporte Aereo,(unknown),(unknown),SVI,SETRA,Mexico,N
4539,Sabre Pacific,(unknown),(unknown),APD,(unknown),Australia,N
4540,Silver Air,(unknown),(unknown),SVJ,(unknown),Djibouti,N
4541,Sevastopol-Avia,(unknown),(unknown),SVL,SEVAVIA,Ukraine,N
4542,Savanair (Angola),(unknown),(unknown),SVN,SAVANAIR,Angola,N
4543,Servicios Aeronauticos De Oriente,(unknown),(unknown),SVO,SERVIORIENTE,Mexico,N
4544,Servicios Aereos Saar,(unknown),(unknown),SVS,AEREOS SAAR,Mexico,N
4545,Seven Four Eight Air Services,(unknown),(unknown),SVT,SIERRA SERVICES,Luxembourg,N
4546,Security Aviation,(unknown),(unknown),SVX,SECURITY AIR,United States,N
4547,Southwest Airlines,(unknown),WN,SWA,SOUTHWEST,United States,Y
4548,Swissboogie Parapro,(unknown),(unknown),SWB,SWISSBOOGIE,Switzerland,N
4549,South West Air,(unknown),(unknown),SWC,SAINT CLAIR,Canada,N
4550,Southern Winds Airlines,(unknown),A4,SWD,SOUTHERN WINDS,Argentina,Y
4551,Swedeways,(unknown),(unknown),SWE,SWEDELINE,Sweden,N
4552,Spurling Aviation,(unknown),(unknown),ASL,AIR SEATTLE,United States,N
4553,Sunwing Airlines,(unknown),WG,SWG,SUNWING,Canada,N
4554,Sunworld Airlines,(unknown),(unknown),SWI,SUNWORLD,United States,N
4555,Stateswest Airlines,(unknown),(unknown),SWJ,STATES,United States,N
4556,Surninam International Victory Airline,(unknown),(unknown),SWO,SIVA,Suriname,N
4557,Star Work Sky,(unknown),(unknown),SWP,STAR WORK,Italy,N
4558,Swift Air (Interstate Equipment Leasing),(unknown),(unknown),SWQ,SWIFTFLIGHT,United States,N
4559,Swiss International Air Lines,Swiss Airlines,LX,SWR,SWISS,Switzerland,Y
4560,Swissair,(unknown),SR,SWR,Swissair,Switzerland,Y
4561,Sunwest Aviation (Lindquist Investment),(unknown),(unknown),SWS,SUNNY WEST,United States,N
4562,Swiftair,(unknown),(unknown),SWT,SWIFT,Spain,N
4563,Swiss European Air Lines,Swiss European,(unknown),SWU,EUROSWISS,Switzerland,Y
4564,Swe Fly,(unknown),WV,SWV,FLYING SWEDE,Sweden,Y
4565,Shovkoviy Shlyah,(unknown),S8,SWW,WAY AERO,Ukraine,N
4566,Swazi Express Airways,(unknown),(unknown),SWX,SWAZI EXPRESS,Swaziland,N
4567,Sky Jet,(unknown),(unknown),SWY,SWISSLINK,Switzerland,N
4568,Servair,(unknown),(unknown),SWZ,Private Charter,SWISSBIRD,N
4569,Southern Cross Aviation,(unknown),(unknown),SXA,FERRY,United States,N
4570,Sky Exec Aviation Services,(unknown),(unknown),SXC,SKY EXEC,Nigeria,N
4571,Southeast Express Airlines,(unknown),(unknown),SXE,DOGWOOD EXPRESS,United States,N
4572,Servicios Aereos Sepecializados Mexicanos,(unknown),(unknown),SXM,SERVIMEX,Mexico,N
4573,SunExpress,(unknown),XQ,SXS,SUNEXPRESS,Turkey,Y
4574,Servicios De Taxi Aereo,(unknown),(unknown),SXT,SERTA,Mexico,N
4575,Satellite Aero,(unknown),(unknown),SXX,SATELLITE EXPRESS,United States,N
4576,Safari Express Cargo,(unknown),(unknown),SXY,SAFARI EXPRESS,Kenya,N
4577,Skyways,(unknown),(unknown),SYA,LINEAS CARDINAL,Argentina,N
4578,Systec 2000,(unknown),(unknown),SYC,SYSTEC,United States,N
4579,Sheba Aviation,(unknown),(unknown),SYE,(unknown),Yemen,N
4580,Sky One Express Airlines,(unknown),(unknown),SYF,SKY FIRST,United States,N
4581,Synergy Aviation,(unknown),(unknown),SYG,SYNERGY,United Kingdom,N
4582,Sonalysts,(unknown),(unknown),SYI,(unknown),United States,N
4583,Slate Falls Airways,(unknown),(unknown),SYJ,(unknown),Canada,N
4584,Satsair,(unknown),(unknown),SYK,AEROCAB,United States,N
4585,Syncrude Canada,(unknown),(unknown),SYN,SYNCRUDE,Canada,N
4586,Syrian Arab Airlines,(unknown),RB,SYR,SYRIANAIR,Syrian Arab Republic,Y
4587,Shawbury Flying Training Unit,(unknown),(unknown),SYS,SHAWBURY,United Kingdom,N
4588,Special Aviation Systems,(unknown),(unknown),SYV,SPECIAL SYSTEM,United States,N
4589,Skywalk Airlines,(unknown),AL,SYX,SKYWAY-EX,United States,Y
4590,Silk Way Airlines,(unknown),ZP,AZQ,SILK LINE,Azerbaijan,N
4591,South African Historic Flight,(unknown),(unknown),SYY,SKY COACH,South Africa,N
4592,Servicios Aeronauticos Z,(unknown),(unknown),SZT,AERO ZEE,Mexico,N
4593,Specavia Air Company,(unknown),(unknown),BHV,AVIASPEC,Russia,N
4594,Starair,(unknown),(unknown),BLY,BLARNEY,Ireland,N
4595,Sundance Air,(unknown),(unknown),BNC,BARNACLE AIR,United States,N
4596,Samara Airlines,(unknown),E5,BRZ,BERYOZA,Russia,N
4597,Spark+ Joint-Stock Company,(unknown),(unknown),BVV,SPARK,Russia,N
4598,Swedish Civil Aviation Administration,(unknown),(unknown),CBN,CALIBRATION,Sweden,N
4599,Shandong Airlines,(unknown),SC,CDG,SHANDONG,China,Y
4600,Spectrem Air,(unknown),(unknown),CDS,SPECDAS,South Africa,N
4601,Servicios Aereos Centrales,(unknown),(unknown),CEE,CENTRA AEREOS,Mexico,N
4602,Swedish Airlines,(unknown),(unknown),CFL,SWEDISH,Sweden,N
4603,Seagle Air,(unknown),(unknown),CGL,SEAGLE,Slovakia,N
4604,Sirius-Aero,(unknown),(unknown),CIG,SIRIUS AERO,Russia,N
4605,Sunwest Home Aviation,(unknown),(unknown),CNK,CHINOOK,Canada,N
4606,SAS Braathens,(unknown),(unknown),CNO,SCANOR,Norway,Y
4607,Spring Airlines,(unknown),9S,CQH,AIR SPRING,China,Y
4608,Sichuan Airlines,(unknown),3U,CSC,SI CHUAN,China,Y
4609,Shanghai Airlines,(unknown),FM,CSH,SHANGHAI AIR,China,Y
4610,Shuangyang General Aviation,(unknown),(unknown),CSY,SHUANGYANG,China,N
4611,Shenzhen Airlines,(unknown),ZH,CSZ,SHENZHEN AIR,China,Y
4612,Shanxi Airlines,(unknown),8C,CXI,SHANXI,China,N
4613,Sioux Falls Aviation,(unknown),(unknown),DKT,DAKOTA,United States,N
4614,Servicios Aereos Elite,(unknown),(unknown),DKY,DAKOY,Spain,N
4615,Servicios Aereos Denim,(unknown),(unknown),DNI,AERO DENIM,Mexico,N
4616,Swiss Eagle,(unknown),(unknown),EAB,SWISS EAGLE,Switzerland,N
4617,Skypower Express Airways,(unknown),(unknown),EAN,NIGERIA EXPRESS,Nigeria,N
4618,Scenic Air,(unknown),(unknown),ENR,(unknown),Namibia,N
4619,Sun D'Or,(unknown),7L,ERO,ECHO ROMEO,Israel,Y
4620,SkyEurope,(unknown),NE,ESK,RELAX,Slovakia,Y
4621,Sunshine Express Airlines,(unknown),CQ,EXL,(unknown),Australia,N
4622,South African Express,(unknown),(unknown),EXY,EXPRESSWAYS,South Africa,N
4623,Stuttgarter Flugdienst,(unknown),(unknown),FFD,FIRST FLIGHT,Germany,N
4624,Shalom Air Services,(unknown),(unknown),FFH,PEACE AIR,Nigeria,N
4625,Silverjet,(unknown),(unknown),FJE,ENVOY,United Kingdom,N
4626,Sky Bus,(unknown),(unknown),FLH,MILE HIGH,United States,N
4627,South Coast Aviation,(unknown),(unknown),GAD,SOUTHCOAST,United Kingdom,N
4628,Servicios Aereos Gadel,(unknown),(unknown),GDE,GADEL,Mexico,N
4629,S.P. Aviation,(unknown),(unknown),GDG,GOLDEN GATE,United States,N
4630,Seba Airlines,(unknown),(unknown),GIK,SEBA,Guinea,N
4631,Servicios Aereos Gana,(unknown),(unknown),GNA,SERVIGANA,Mexico,N
4632,Sky Wings Airlines,(unknown),(unknown),GSW,(unknown),Greece,N
4633,Star XL German Airlines,(unknown),(unknown),GXL,STARDUST,Germany,N
4634,Skyhaul,(unknown),(unknown),HAU,SKYHAUL,Japan,N
4635,Starship,(unknown),(unknown),HIP,STARSA,Mexico,N
4636,Servicios Ejecutivos Gosa,(unknown),(unknown),HJE,GOSA,Mexico,N
4637,Superior Aviation,(unknown),SO,HKA,SPEND AIR,United States,N
4638,Samaritan Air Service,(unknown),(unknown),HLO,HALO,Canada,N
4639,Skyraidybos Mokymo Centras,(unknown),(unknown),HRI,HELIRIM,Lithuania,N
4640,Sky Europe Airlines,(unknown),(unknown),HSK,MATRA,Slovakia,Y
4641,Svenska Direktflyg,(unknown),(unknown),HSV,HIGHSWEDE,Sweden,N
4642,Sky Helicopteros,(unknown),(unknown),HSY,HELISKY,Spain,N
4643,Skytaxi,(unknown),(unknown),IGA,IGUANA,Poland,N
4644,Silvair,(unknown),(unknown),IJS,(unknown),United States,N
4645,Servicios Aereos Ilsa,(unknown),(unknown),ILS,SERVICIOS ILSA,Mexico,N
4646,Sincom-Avia,(unknown),(unknown),INK,SINCOM AVIA,Ukraine,N
4647,Safat Airlines,(unknown),(unknown),IRV,SAFAT AIR,Iran,N
4648,Saha Airlines Services,(unknown),(unknown),IRZ,SAHA,Iran,N
4649,Sunline Express,(unknown),(unknown),JAM,SUNTRACK,Kenya,N
4650,Secure Air Charter,(unknown),(unknown),JCM,SECUREAIR,United States,N
4651,Sark International Airways,(unknown),(unknown),JIM,SARK,United Kingdom,N
4652,Spanair,(unknown),JK,JKK,SPANAIR,Spain,Y
4653,Salem,(unknown),(unknown),KKS,KOKSHE,Kazakhstan,N
4654,Servicios Aereos Copters,(unknown),(unknown),KOP,COPTERS,Chile,N
4655,Servicios Aereos Expecializados En Transportes Petroleros,(unknown),(unknown),KSP,SAEP,Colombia,N
4656,Skybridge Airops,(unknown),(unknown),KYB,SKY AIROPS,Italy,N
4657,Sky Aeronautical Services,(unknown),(unknown),KYR,SKY AERONAUTICAL,Mexico,N
4658,Servicios Aereos Ejecutivos De La Laguna,(unknown),(unknown),LGU,LAGUNA,Mexico,N
4659,Servico Leo Lopex,(unknown),(unknown),LLA,LEO LOPOZ,Mexico,N
4660,Servicios Aereos Estrella,(unknown),(unknown),LLS,SERVIESTRELLA,Mexico,N
4661,South African Air Force,(unknown),(unknown),LMG,SOUTH AFRICAN,South Africa,N
4662,Sky Limo Corporation,(unknown),(unknown),LMO,SKY LIMO,United States,N
4663,SANSA,(unknown),(unknown),LRS,(unknown),Costa Rica,N
4664,Spectrum Aviation Incorporated,(unknown),(unknown),LSP,AIR TONY,United Kingdom,N
4665,SOS Helikoptern Gotland,(unknown),(unknown),MCG,MEDICOPTER,Sweden,N
4666,Sundt Air,(unknown),(unknown),MDT,MIDNIGHT,Norway,N
4667,Servicios Aereos Milenio,(unknown),(unknown),MLO,MILENIO,Mexico,N
4668,SAAD (A320) Limited,(unknown),(unknown),MMS,MUSAAD AIR,Cayman Islands,N
4669,Servicios Aereos Moritani,(unknown),(unknown),MRI,MORITANI,Mexico,N
4670,San Juan Airlines,(unknown),2G,MRR,MARINER,United States,N
4671,Servico Aereo Regional,(unknown),(unknown),MSG,SAR-REGIONAL,Mozambique,N
4672,Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica,(unknown),(unknown),MSP,SEGURIDAD,Costa Rica,N
4673,Servicios Aereos MTT,(unknown),(unknown),MTG,(unknown),Mexico,N
4674,Sabre Pacific,(unknown),1Z,(unknown),(unknown),Australia,N
4675,Sabre,(unknown),1S,(unknown),(unknown),United States,N
4676,Sierra Nevada Airlines,(unknown),1I,(unknown),(unknown),United States,N
4677,Siren-Travel,(unknown),1H,(unknown),(unknown),Russia,N
4678,Sirena,(unknown),1Q,(unknown),(unknown),Russia,N
4679,Sky Trek International Airlines,(unknown),1I,(unknown),(unknown),(unknown),N
4680,Southern Cross Distribution,(unknown),1K,(unknown),(unknown),Australia,N
4681,Sutra,(unknown),1K,(unknown),(unknown),United States,N
4682,SNCF,(unknown),2C,(unknown),(unknown),France,N
4683,Star Equatorial Airlines,(unknown),2S,(unknown),(unknown),Guinea,N
4684,Seulawah Nad Air,(unknown),(unknown),NAD,SEULAWAH,Indonesia,N
4685,Servicios Aereos del Nazas SA de CV,(unknown),(unknown),NAZ,NAZAS,Mexico,N
4686,Simpson Air Ltd,(unknown),(unknown),NCS,COMMUTER-CANADA,Canada,N
4687,Spirit Airlines,(unknown),NK,NKS,SPIRIT WINGS,United States,Y
4688,Servicios Aereos Latinoamericanos,(unknown),(unknown),NON,SERVICIOS LATINO,Mexico,N
4689,Servicios Aereos Monarrez,(unknown),(unknown),NRZ,MONARREZ,Mexico,N
4690,Societe De Transport Aerien De Mauritanie,(unknown),(unknown),NSC,TRANS-SOCIETE,Mauritania,N
4691,SATENA,(unknown),9R,NSE,SATENA,Colombia,Y
4692,Servicios Aereos Del Norte,(unknown),(unknown),NTB,SERVINORTE,Mexico,N
4693,Servicios Intergrales De Aviacion,(unknown),(unknown),NTG,INTERGRALES,Mexico,N
4694,Slok Air Gambia,(unknown),S0,OKS,SLOK GAMBIA,Gambia,N
4695,Soko Aviation,(unknown),(unknown),OKT,SOKO AIR,Spain,N
4696,Solar Cargo,(unknown),(unknown),OLC,SOLARCARGO,Venezuela,N
4697,Soloflight,(unknown),(unknown),OLO,SOLO,United Kingdom,N
4698,Sonnig SA,(unknown),(unknown),ONG,SONNIG,Switzerland,N
4699,Sosoliso Airlines,(unknown),SO,OSL,SOSOLISO,Nigeria,N
4700,Servicios Aereos Noticiosos,(unknown),(unknown),OSS,NOTICIOSOS,Mexico,N
4701,South Airlines,(unknown),(unknown),OTL,SOUTHLINE,Ukraine,N
4702,Skywest Airlines,(unknown),(unknown),OZW,OZWEST,Australia,Y
4703,Sokol,(unknown),(unknown),PIV,AEROSOKOL,Russia,N
4704,South Carolina Aeronautics Commission,(unknown),(unknown),PLT,PALMETTO,United States,N
4705,Servicios Aereos Premier,(unknown),(unknown),PMR,SERVICIOS PREMIER,Mexico,N
4706,Survey Udara (Penas),(unknown),(unknown),PNS,PENAS,Indonesia,N
4707,Servicios Aereos Poblanos,(unknown),(unknown),POB,POBLANOS,Mexico,N
4708,Servicios Aereos Profesionales,(unknown),(unknown),PSV,PROSERVICIOS,Dominican Republic,N
4709,Southeastern Airways,(unknown),(unknown),PTM,POSTMAN,United States,N
4710,Spurwing Airlines,(unknown),(unknown),PUR,SPURWING,South Africa,N
4711,Sky Trek International Airlines,(unknown),1I,PZR,PHAZER,United States,N
4712,Shandong Airlines Rainbow Jet,(unknown),(unknown),RBW,CAI HONG,China,N
4713,SA Airlink Regional,(unknown),(unknown),REJ,REGIONAL LINK,South Africa,N
4714,Servicio Aereo Regional Regair,(unknown),(unknown),RER,REGAIR,Ecuador,N
4715,Scoala Superioara De Aviatie Civila,(unknown),(unknown),RFT,ROMANIAN ACADEMY,Romania,N
4716,Servicios Aereos Regiomontanos,(unknown),(unknown),RGC,REGIOMONTANO,Mexico,N
4717,S-Air,(unknown),(unknown),RLS,S-AIRLINES,Russia,N
4718,Servicios De Rampa Y Mostrador,(unknown),(unknown),RMP,SERAMSA,Mexico,N
4719,SNAS Aviation,(unknown),(unknown),RSE,RED SEA,Saudi Arabia,N
4720,Skybus Airlines,(unknown),SX,SKB,SKYBUS,United States,N
4721,Skymaster Air Lines,(unknown),(unknown),SKC,SKYMASTER AIR,United States,N
4722,Sky Harbor Air Service,(unknown),(unknown),SKD,SKY DAWG,United States,N
4723,Sky Tours,(unknown),(unknown),SKE,SKYISLE,United States,N
4724,Sakaviaservice,(unknown),(unknown),AZG,SAKSERVICE,Georgia,N
4725,Skycraft,(unknown),(unknown),SKF,SKYCRAFT,United States,N
4726,Skycraft Air Transport,(unknown),(unknown),SKG,SKYCRAFT-CANADA,Canada,N
4727,Skyking,(unknown),(unknown),SKI,SKYKING,United Kingdom,N
4728,SkyKing Turks and Caicos Airways,(unknown),RU,SKI,SKYKING,Turks and Caicos Islands,N
4729,Skylink Aviation,(unknown),(unknown),SKK,SKYLINK,Canada,N
4730,Skycharter (Malton),(unknown),(unknown),SKL,SKYCHARTER,Canada,N
4731,Skyline Aviation Services,(unknown),(unknown),SKN,SKYLINER,United States,N
4732,Scottish Airways Flyers,(unknown),(unknown),SKO,SKYWORK,United Kingdom,N
4733,Skyscapes Air Charters,(unknown),(unknown),SKR,SKYSCAPES,South Africa,N
4734,Sky Service,(unknown),(unknown),SKS,SKY SERVICE,Belgium,N
4735,Santa Barbara Airlines,(unknown),S3,BBR,SANTA BARBARA,Venezuela,Y
4736,Skystar Airways,(unknown),(unknown),SKT,SKY YOU,Thailand,N
4737,Sky Airline,(unknown),H2,SKU,AEROSKY,Chile,Y
4738,SkyWest,(unknown),OO,SKW,SKYWEST,United States,Y
4739,Skyways Express,(unknown),JZ,SKX,SKY EXPRESS,Sweden,Y
4740,Skymark Airlines,(unknown),BC,SKY,SKYMARK,Japan,Y
4741,Skyway Enterprises,(unknown),(unknown),SKZ,SKYWAY-INC,United States,N
4742,Sierra National Airlines,(unknown),LJ,SLA,SELAIR,Sierra Leone,N
4743,Slok Air,(unknown),(unknown),SLB,SLOK AIR,Nigeria,N
4744,Silver Air,(unknown),(unknown),SLD,SILVERLINE,Czech Republic,N
4745,Streamline,(unknown),(unknown),SLE,SLIPSTREAM,South Africa,N
4746,Starfly,(unknown),(unknown),SLF,ELISTARFLY,Italy,N
4747,Saskatchewan Government,(unknown),(unknown),SLG,LIFEGUARD,Canada,N
4748,Silverhawk Aviation,(unknown),(unknown),SLH,SILVERHAWK,United States,N
4749,Servicios Aereos de Los Angeles,(unknown),(unknown),AGE,AEROANGEL,Mexico,N
4750,SilkAir,(unknown),MI,SLK,SILKAIR,Singapore,Y
4751,Slovak Airlines,(unknown),6Q,SLL,SLOV LINE,Slovakia,N
4752,Surinam Airways,(unknown),PY,SLM,SURINAM,Suriname,Y
4753,Sloane Aviation,(unknown),(unknown),SLN,SLOANE,United Kingdom,N
4754,Salpa Aviation,(unknown),(unknown),SLP,SALPA,Sudan,N
4755,Servicios Aereos Slainte,(unknown),(unknown),SLS,SERVICIOS SLAINTE,Mexico,N
4756,Stella Aviation,(unknown),(unknown),SLV,AVISTELLA,Mauritania,N
4757,Salama Airlines Nigeria,(unknown),(unknown),SLW,SALMA AIR,Nigeria,N
4758,Sete Linhas Aereas,(unknown),(unknown),SLX,SETE,Brazil,N
4759,Sky Line for Air Services,(unknown),(unknown),SLY,SKYCO,Sudan,N
4760,Super Luza,(unknown),(unknown),SLZ,LUZA,Angola,N
4761,SMA Airlines,(unknown),(unknown),SMA,SESAME,Nigeria,N
4762,Sabang Merauke Raya Air Charter,(unknown),(unknown),SMC,SAMER,Indonesia,N
4763,Servicios Aereos La Marquesa,(unknown),(unknown),SMD,SERVICIOS MARQUESA,Mexico,N
4764,Servant Air,(unknown),8D,(unknown),(unknown),United States,N
4765,Semos,(unknown),(unknown),SME,SEMICH,Kazakhstan,N
4766,Smalandsflyg,(unknown),(unknown),SMF,GORDON,Sweden,N
4767,Smithair,(unknown),(unknown),SMH,SMITHAIR,United States,N
4768,Semeyavia,(unknown),(unknown),SMK,ERTIS,Kazakhstan,N
4769,Smith Air (1976),(unknown),(unknown),SML,SMITH AIR,Canada,N
4770,Summit Airlines,(unknown),(unknown),SMM,SUMMIT-AIR,United States,N
4771,Samar Air,(unknown),(unknown),SMQ,SAMAR AIR,Tajikistan,N
4772,Somon Air,(unknown),(unknown),SMR,SOMON AIR,Tajikistan,N
4773,Skyline,(unknown),(unknown),SMT,SKYLIMIT,Nigeria,N
4774,Servicios Aerecs Del Sol,(unknown),(unknown),AOS,S.A. de C.V.,AEROSOL,N
4775,Senator Aviation Charter,(unknown),(unknown),SNA,SENATOR,Germany,N
4776,Sterling Airlines,(unknown),NB,SNB,STERLING,Denmark,Y
4777,Servicios Aereos De Nicaragua (SANSA),(unknown),(unknown),SNE,SANSA,Nicaragua,N
4778,Shans Air,(unknown),(unknown),SNF,SHANS AIR,Russia,N
4779,Senair Services,(unknown),(unknown),SNH,SENSERVICE,Senegal,N
4780,Savanah Airlines,(unknown),(unknown),SNI,SAVANAHLINE,Nigeria,N
4781,Skynet Asia Airways,(unknown),6J,SNJ,NEWSKY,Japan,Y
4782,Southeast Airlines (Sun Jet International),(unknown),(unknown),SNK,SUN KING,United States,N
4783,Soonair Lines,(unknown),(unknown),SNL,SOONAIR,United States,N
4784,Servizi Aerei,(unknown),(unknown),SNM,SERVIZI AEREI,Italy,N
4785,Sun Pacific International,(unknown),(unknown),SNP,SUN PACIFIC,United States,N
4786,Sun Quest Executive Air Charter,(unknown),(unknown),SNQ,EXECU-QUEST,United States,N
4787,Societe Centrafricaine De Transport Aerien,(unknown),(unknown),SNS,(unknown),Central African Republic,N
4788,Suncoast Aviation,(unknown),(unknown),SNT,SUNCOAST,United States,N
4789,Snunit Aviation,(unknown),(unknown),SNU,(unknown),Israel,N
4790,Sudanese States Aviation,(unknown),(unknown),SNV,SUDANESE,Sudan,N
4791,Sun West Airlines,(unknown),(unknown),SNW,SUN WEST,United States,N
4792,Sun Air Aviation Services,(unknown),(unknown),SNX,SUNEX,Canada,N
4793,Stabo Freight,(unknown),(unknown),SOB,STABO,Zambia,N
4794,Southern Cargo Air Lines,(unknown),(unknown),SOC,(unknown),Russia,N
4795,Southern Ohio Aviation Sales,(unknown),(unknown),SOH,SOUTHERN OHIO,United States,N
4796,Southern Aviation,(unknown),(unknown),SOI,SOAVAIR,Zambia,N
4797,Solomon Airlines,(unknown),IE,SOL,SOLOMON,Solomon Islands,Y
4798,Somali Airlines,(unknown),(unknown),SOM,SOMALAIR,Somali Republic,N
4799,Sunshine Air Tours,(unknown),(unknown),SON,SUNSHINE TOURS,United States,N
4800,Southern Air,(unknown),(unknown),SOO,SOUTHERN AIR,United States,N
4801,Solinair,(unknown),(unknown),SOP,SOLINAIR,Slovenia,N
4802,Sonair Servico Aereo,(unknown),(unknown),SOR,SONAIR,Angola,N
4803,Southeast Correct Craft,(unknown),(unknown),SOT,SOUTH COURIER,United States,N
4804,Southern Airways,(unknown),(unknown),SOU,SOUTHERN EXPRESS,United States,Y
4805,Saratov Aviation Division,(unknown),6W,SOV,SARATOV AIR,Russia,Y
4806,Sowind Air,(unknown),(unknown),SOW,SOWIND,Canada,N
4807,Solid Air,(unknown),(unknown),SOX,SOLIDAIR,Netherland,N
4808,Sat Airlines,(unknown),HZ,SOZ,SATCO,Kazakhstan,Y
4809,Sierra Pacific Airlines,(unknown),(unknown),SPA,SIERRA PACIFIC,United States,N
4810,Springbok Classic Air,(unknown),(unknown),SPB,SPRING CLASSIC,South Africa,N
4811,Skyworld Airlines,(unknown),(unknown),SPC,PORT,United States,N
4812,Sprague Electric Company,(unknown),(unknown),SPE,SPRAGUE,United States,N
4813,Space World Airline,(unknown),(unknown),SPF,SPACE WORLD,Nigeria,N
4814,Springdale Air Service,(unknown),(unknown),SPG,SPRING AIR,United States,N
4815,Sapphire Executive Air,(unknown),(unknown),SPH,SAPPHIRE-CHARTER,South Africa,N
4816,South Pacific Island Airways,(unknown),(unknown),SPI,SOUTH PACIFIC,United States,Y
4817,Servicios Corporativos Aereos De La Laguna,(unknown),(unknown),SPL,CORPORATIVOS LAGUNA,Mexico,N
4818,Skorpion Air,(unknown),(unknown),SPN,AIR SKORPIO,Bulgaria,N
4819,Sapphire Aviation,(unknown),(unknown),SPP,SAPPHIRE,United States,N
4820,Servicios Aereos Palenque,(unknown),(unknown),SPQ,SERVICOS PALENQUE,Mexico,N
4821,Servicios Aereos Tribasa,(unknown),(unknown),TBS,TRIBASA,Mexico,N
4822,Shuttle America,(unknown),S5,TCF,MERCURY,United States,Y
4823,SAAB Nyge Aero,(unknown),(unknown),TGT,TARGET,Sweden,N
4824,Spark Air,(unknown),(unknown),THB,THAI SABAI,Thailand,N
4825,S C Ion Tiriac,(unknown),(unknown),TIH,TIRIAC AIR,Romania,N
4826,Starlite Aviation,(unknown),(unknown),TRL,STARSTREAM,South Africa,N
4827,Servicios Aereos Corporativos,(unknown),(unknown),TRN,AEROTRON,Mauritania,N
4828,Societe Tout Tranport Mauritanien,(unknown),(unknown),TTM,TOUT-AIR,Mauritania,N
4829,Servicios Aereos Tamazula,(unknown),(unknown),TZU,TAMAZULA,Mexico,N
4830,Shar Ink,(unknown),(unknown),UGP,SHARINK,Russia,N
4831,Second Sverdlovsk Air Enterprise,(unknown),(unknown),UKU,PYSHMA,Russia,N
4832,Servicios Aereos Universitarios,(unknown),(unknown),UNT,UNIVERSITARIO,Mexico,N
4833,Skif-Air,(unknown),(unknown),USK,SKIF-AIR,Ukraine,N
4834,Smarkand Aero Servise,(unknown),(unknown),USN,SAMAS,Uzbekistan,N
4835,Samarkand Airways,(unknown),(unknown),UZS,SOGDIANA,Uzbekistan,N
4836,Servicios Aereos Avandaro,(unknown),(unknown),VDO,AVANDARO,Mexico,N
4837,Stichting Vliegschool 16Hoven,(unknown),(unknown),VGS,SMART,Netherlands,N
4838,Silverback Cargo Freighters,(unknown),(unknown),VRB,SILVERBACK,Rwanda,N
4839,Sirvair,(unknown),(unknown),VRS,VAIRSA,Mexico,N
4840,Scat Air,"",DV,VSV,VLASTA,Kazakhstan,Y
4841,Sunset Aviation,(unknown),(unknown),VXN,VIXEN,United States,N
4842,Sport Air Travel,(unknown),(unknown),WCC,WEST COAST,United States,N
4843,Swift Copters,(unknown),(unknown),WFC,SWIFTCOPTERS,Switzerland,N
